bergeys_taxID;bergeys_genus;bergeys_species;bergeys_speciesStrain;bergeys_misclassified;bergeys_oxygen;bergeys_doublingH
36811;Mycobacterium;Mycobacterium agri;Mycobacterium agri;;;
1799;Mycobacterium;Mycobacterium aichiense;Mycobacterium aichiense;;;
67081;Mycobacterium;Mycobacterium alvei;Mycobacterium alvei;;;
1791;Mycobacterium;Mycobacterium aurum;Mycobacterium aurum;;;
39687;Mycobacterium;Mycobacterium austroafricanum;Mycobacterium austroafricanum;;;
1764;Mycobacterium;Mycobacterium avium;Mycobacterium avium;;;
1765;Mycobacterium;Mycobacterium bovis;Mycobacterium bovis;;microaerophilic;
43348;Mycobacterium;Mycobacterium branderi;Mycobacterium branderi;;;
85968;Mycobacterium;Mycobacterium brumae;Mycobacterium brumae;;;
28045;Mycobacterium;Mycobacterium celatum;Mycobacterium celatum;;;
1774;Mycobacterium;Mycobacterium chelonae;Mycobacterium chelonae;;;
28047;Mycobacterium;Mycobacterium confluentis;Mycobacterium confluentis;;;
1775;Mycobacterium;Mycobacterium cookii;Mycobacterium cookii;;;
258533;Mycobacterium;Mycobacterium cosmeticum;Mycobacterium cosmeticum;;;
1801;Mycobacterium;Mycobacterium diernhoferi;Mycobacterium diernhoferi;;;
81858;Mycobacterium;Mycobacterium elephantis;Mycobacterium elephantis;;aerobic;
1793;Mycobacterium;Mycobacterium fallax;Mycobacterium fallax;;;
258505;Mycobacterium;Mycobacterium fluoranthenivorans;Mycobacterium fluoranthenivorans;;;
1766;Mycobacterium;Mycobacterium fortuitum;Mycobacterium fortuitum;;;
36812;Mycobacterium;Mycobacterium genavense;Mycobacterium genavense;;;
29311;Mycobacterium;Mycobacterium haemophilum;Mycobacterium haemophilum;;;
53376;Mycobacterium;Mycobacterium heidelbergense;Mycobacterium heidelbergense;;;
29314;Mycobacterium;Mycobacterium hiberniae;Mycobacterium hiberniae;;;
49897;Mycobacterium;Mycobacterium hodleri;Mycobacterium hodleri;;;
33895;Mycobacterium;Mycobacterium interjectum;Mycobacterium interjectum;;;
28445;Mycobacterium;Mycobacterium intermedium;Mycobacterium intermedium;;;
120959;Mycobacterium;Mycobacterium kubicae;Mycobacterium kubicae;;;
1769;Mycobacterium;Mycobacterium leprae;Mycobacterium leprae;;;
64667;Mycobacterium;Mycobacterium lepraemurium;Mycobacterium lepraemurium;;;
212765;Mycobacterium;Mycobacterium madagascariense;Mycobacterium madagascariense;;;
36809;Mycobacterium;Mycobacterium abscessus;Mycobacterium abscessus;;obligate aerobic;
39691;Mycobacterium;Mycobacterium moriokaense;Mycobacterium moriokaense;;;
182220;Mycobacterium;Mycobacterium murale;Mycobacterium murale;;;
59813;Mycobacterium;Mycobacterium novocastrense;Mycobacterium novocastrense;;;
1807;Mycobacterium;Mycobacterium obuense;Mycobacterium obuense;;;
39692;Mycobacterium;Mycobacterium parafortuitum;Mycobacterium parafortuitum;;;
43304;Mycobacterium;Mycobacterium peregrinum;Mycobacterium peregrinum;;;
1771;Mycobacterium;Mycobacterium phlei;Mycobacterium phlei;;;
39694;Mycobacterium;Mycobacterium poriferae;Mycobacterium poriferae;;;
265949;Mycobacterium;Mycobacterium pseudoshottsii;Mycobacterium pseudoshottsii;;;
36813;Mycobacterium;Mycobacterium pulveris;Mycobacterium pulveris;;;
36814;Mycobacterium;Mycobacterium rhodesiae;Mycobacterium rhodesiae;;;
404941;Mycobacterium;Mycobacterium salmoniphilum;Mycobacterium salmoniphilum;;;
133549;Mycobacterium;Mycobacterium shottsii;Mycobacterium shottsii;;;
1772;Mycobacterium;Mycobacterium smegmatis;Mycobacterium smegmatis;;;
1797;Mycobacterium;Mycobacterium thermoresistibile;Mycobacterium thermoresistibile;;;
1773;Mycobacterium;Mycobacterium tuberculosis;Mycobacterium tuberculosis;;aerobic;
1810;Mycobacterium;Mycobacterium vaccae;Mycobacterium vaccae;;;
110539;Mycobacterium;Mycobacterium vanbaalenii;Mycobacterium vanbaalenii;;;
1789;Mycobacterium;Mycobacterium xenopi;Mycobacterium xenopi;;;
36743;Mycoplasma;Mycoplasma leopharyngis;Mycoplasma leopharyngis;;anaerobic;
63686;Mycoplasma;Mycoplasma spermatophilum;Mycoplasma spermatophilum;;anaerobic;
33;Myxococcus;Myxococcus fulvus;Myxococcus fulvus;;;
83455;Myxococcus;Myxococcus stipitatus;Myxococcus stipitatus;;;
83456;Myxococcus;Myxococcus virescens;Myxococcus virescens;;;
34;Myxococcus;Myxococcus xanthus;Myxococcus xanthus;;;
53461;Nakamurella;Nakamurella multipartita;Nakamurella multipartita;;aerobic;11
54;Nannocystis;Nannocystis exedens;Nannocystis exedens;;;
160232;Nanoarchaeum;Nanoarchaeum equitans;Nanoarchaeum equitans;;obligate anaerobic;0.75
64602;Natrialba;Natrialba asiatica;Natrialba asiatica;;;
13769;Natrialba;Natrialba magadii;Natrialba magadii;;;
1419050;Natribaculum;Natribaculum breve;Natribaculum breve;;aerobic;
1419051;Natribaculum;Natribaculum longum;Natribaculum longum;;aerobic;
69527;Natrinema;Natrinema pallidum;Natrinema pallidum;;obligate aerobic;
69525;Natrinema;Natrinema pellirubrum;Natrinema pellirubrum;;obligate aerobic;
52004;Natroniella;Natroniella acetigena;Natroniella acetigena;;anaerobic;
926360;Natronoarchaeum;Natronoarchaeum mannanilyticum;Natronoarchaeum mannanilyticum;;anaerobic;
558529;Natronoarchaeum;Natronoarchaeum philippinense;Natronoarchaeum philippinense;;anaerobic;
755311;Natronoarchaeum;Natronoarchaeum rubrum;Natronoarchaeum rubrum;;anaerobic;
44470;Natronococcus;Natronococcus amylolyticus;Natronococcus amylolyticus;;obligate aerobic;
29288;Natronococcus;Natronococcus occultus;Natronococcus occultus;;aerobic;
253108;Natronolimnobius;Natronolimnobius baerhuensis;Natronolimnobius baerhuensis;;aerobic;
253107;Natronolimnobius;Natronolimnobius innermongolicus;Natronolimnobius innermongolicus;;aerobic;
61858;Natronorubrum;Natronorubrum bangense;Natronorubrum bangense;;aerobic;
63128;Natronorubrum;Natronorubrum tibetense;Natronorubrum tibetense;;aerobic;
194197;Neisseria;Neisseria dentiae;Neisseria dentiae;;aerobic;
495;Neisseria;Neisseria elongata;Neisseria elongata;;aerobic;
90242;Neisseria;Neisseria iguanae;Neisseria iguanae;;aerobic;
496;Neisseria;Neisseria macacae;Neisseria macacae;;aerobic;
28091;Neisseria;Neisseria weaveri;Neisseria weaveri;;aerobic;
269144;Nesterenkonia;Nesterenkonia aethiopica;Nesterenkonia aethiopica;;obligate aerobic;
37922;Nesterenkonia;Nesterenkonia halobia;Nesterenkonia halobia;;aerobic;
150832;Nesterenkonia;Nesterenkonia lacusekhoensis;Nesterenkonia lacusekhoensis;;anaerobic;
317018;Nesterenkonia;Nesterenkonia jeotgali;Nesterenkonia jeotgali;;anaerobic;
93980;Nitrobacter;Nitrobacter alkalicus;Nitrobacter alkalicus;;;
913;Nitrobacter;Nitrobacter winogradskyi;Nitrobacter winogradskyi;;anaerobic;
133539;Nitrosococcus;Nitrosococcus halophilus;Nitrosococcus halophilus;;;
38146;Nitrosococcus;Nitrosococcus nitrosus;Nitrosococcus nitrosus;;;
1229;Nitrosococcus;Nitrosococcus oceani;Nitrosococcus oceani;;;
1231;Nitrosospira;Nitrosospira multiformis;Nitrosospira multiformis;;;
52441;Nitrosomonas;Nitrosomonas aestuarii;Nitrosomonas aestuarii;;;
44574;Nitrosomonas;Nitrosomonas communis;Nitrosomonas communis;;;
44575;Nitrosomonas;Nitrosomonas cryotolerans;Nitrosomonas cryotolerans;;;
915;Nitrosomonas;Nitrosomonas europaea;Nitrosomonas europaea;;;
916;Nitrosomonas;Nitrosomonas eutropha;Nitrosomonas eutropha;;;
44576;Nitrosomonas;Nitrosomonas halophila;Nitrosomonas halophila;;;
917;Nitrosomonas;Nitrosomonas marina;Nitrosomonas marina;;;
51642;Nitrosomonas;Nitrosomonas mobilis;Nitrosomonas mobilis;;;
52442;Nitrosomonas;Nitrosomonas nitrosa;Nitrosomonas nitrosa;;;
42354;Nitrosomonas;Nitrosomonas oligotropha;Nitrosomonas oligotropha;;;
44577;Nitrosomonas;Nitrosomonas ureae;Nitrosomonas ureae;;;
314229;Nitrospira;Nitrospira marina;Nitrospira marina;;;
42253;Nitrospira;Nitrospira moscoviensis;Nitrospira moscoviensis;;;12
228600;Nocardia;Nocardia araoensis;Nocardia araoensis;;;
228602;Nocardia;Nocardia arthritidis;Nocardia arthritidis;;;
290231;Nocardia;Nocardia exalbida;Nocardia exalbida;;;
228599;Nocardia;Nocardia higoensis;Nocardia higoensis;;;
228601;Nocardia;Nocardia pneumoniae;Nocardia pneumoniae;;;
228596;Nocardia;Nocardia shimofusensis;Nocardia shimofusensis;;;
455432;Nocardia;Nocardia terpenica;Nocardia terpenica;;;
53432;Nocardia;Nocardia uniformis;Nocardia uniformis;;;
257274;Nocardia;Nocardia vermiculata;Nocardia vermiculata;;;
252231;Nocardioides;Nocardioides aestuarii;Nocardioides aestuarii;;;
433664;Nocardioides;Nocardioides agariphilus;Nocardioides agariphilus;;;
281714;Nocardioides;Nocardioides alkalitolerans;Nocardioides alkalitolerans;;;
160826;Nocardioides;Nocardioides aquaticus;Nocardioides aquaticus;;;
203799;Nocardioides;Nocardioides aquiterrae;Nocardioides aquiterrae;;;
200618;Nocardioides;Nocardioides aromaticivorans;Nocardioides aromaticivorans;;;
433657;Nocardioides;Nocardioides bigeumensis;Nocardioides bigeumensis;;;
574700;Nocardioides;Nocardioides caeni;Nocardioides caeni;;;
634770;Nocardioides;Nocardioides caricicola;Nocardioides caricicola;;;
634462;Nocardioides;Nocardioides daedukensis;Nocardioides daedukensis;;;
402297;Nocardioides;Nocardioides daphniae;Nocardioides daphniae;;;
433652;Nocardioides;Nocardioides dilutus;Nocardioides dilutus;;;
450734;Nocardioides;Nocardioides dokdonensis;Nocardioides dokdonensis;;;
317019;Nocardioides;Nocardioides dubius;Nocardioides dubius;;;
402596;Nocardioides;Nocardioides exalbidus;Nocardioides exalbidus;;;
450363;Nocardioides;Nocardioides fonticola;Nocardioides fonticola;;;
375542;Nocardioides;Nocardioides furvisabuli;Nocardioides furvisabuli;;;
252230;Nocardioides;Nocardioides ganghwensis;Nocardioides ganghwensis;;;
363868;Nocardioides;Nocardioides ginsengisoli;Nocardioides ginsengisoli;;;
433660;Nocardioides;Nocardioides halotolerans;Nocardioides halotolerans;;;
443157;Nocardioides;Nocardioides hankookensis;Nocardioides hankookensis;;;
397258;Nocardioides;Nocardioides hwasunensis;Nocardioides hwasunensis;;;
338077;Nocardioides;Nocardioides lentus;Nocardioides lentus;;;
394734;Nocardioides;Nocardioides insulae;Nocardioides insulae;;;
433663;Nocardioides;Nocardioides islandensis;Nocardioides islandensis;;;
1843;Nocardioides;Nocardioides jensenii;Nocardioides jensenii;;;
349522;Nocardioides;Nocardioides kongjuensis;Nocardioides kongjuensis;;;
433651;Nocardioides;Nocardioides koreensis;Nocardioides koreensis;;;
305517;Nocardioides;Nocardioides kribbensis;Nocardioides kribbensis;;;
1844;Nocardioides;Nocardioides luteus;Nocardioides luteus;;aerobic;
419476;Nocardioides;Nocardioides marinisabuli;Nocardioides marinisabuli;;;
374514;Nocardioides;Nocardioides marinus;Nocardioides marinus;;;
433659;Nocardioides;Nocardioides mesophilus;Nocardioides mesophilus;;;
273676;Nocardioides;Nocardioides oleivorans;Nocardioides oleivorans;;aerobic;
400774;Nocardioides;Nocardioides panacihumi;Nocardioides panacihumi;;aerobic;
627624;Nocardioides;Nocardioides panacisoli;Nocardioides panacisoli;;aerobic;
29299;Nocardioides;Nocardioides plantarum;Nocardioides plantarum;;;
109465;Nocardioides;Nocardioides pyridinolyticus;Nocardioides pyridinolyticus;;;
374513;Nocardioides;Nocardioides salarius;Nocardioides salarius;;;
433648;Nocardioides;Nocardioides sediminis;Nocardioides sediminis;;;
2045;Pimelobacter;Pimelobacter simplex;Pimelobacter simplex;;;
574651;Nocardioides;Nocardioides terrae;Nocardioides terrae;;;
424797;Nocardioides;Nocardioides terrigena;Nocardioides terrigena;;;
433654;Nocardioides;Nocardioides tritolerans;Nocardioides tritolerans;;;
61305;Nocardiopsis;Nocardiopsis synnemataformans;Nocardiopsis synnemataformans;;;
561173;Nonomuraea;Nonomuraea antimicrobica;Nonomuraea antimicrobica;;aerobic;
404385;Nonomuraea;Nonomuraea bangladeshensis;Nonomuraea bangladeshensis;;aerobic;
359159;Nonomuraea;Nonomuraea candida;Nonomuraea candida;;aerobic;
419590;Nonomuraea;Nonomuraea maheshkhaliensis;Nonomuraea maheshkhaliensis;;aerobic;
129578;Oceanimonas;Oceanimonas baumannii;Oceanimonas baumannii;;aerobic;
84158;Oceanimonas;Oceanimonas doudoroffii;Oceanimonas doudoroffii;;;
182710;Oceanobacillus;Oceanobacillus iheyensis;Oceanobacillus iheyensis;;aerobic;
545501;Oceanobacillus;Oceanobacillus oncorhynchi;Oceanobacillus oncorhynchi;;facultative;
171693;Oceanobacillus;Oceanobacillus picturae;Oceanobacillus picturae;;aerobic;
1217908;Octadecabacter;Octadecabacter antarcticus;Octadecabacter antarcticus;;;
53946;Octadecabacter;Octadecabacter arcticus;Octadecabacter arcticus;;;
336988;Oenococcus;Oenococcus kitaharae;Oenococcus kitaharae;;anaerobic;
43678;Oerskovia;Oerskovia enterophila;Oerskovia enterophila;;facultative;
162169;Oerskovia;Oerskovia jenensis;Oerskovia jenensis;;facultative;
162170;Oerskovia;Oerskovia paurometabola;Oerskovia paurometabola;;facultative;
1713;Oerskovia;Oerskovia turbata;Oerskovia turbata;;aerobic;
123320;Okibacterium;Okibacterium fritillariae;Okibacterium fritillariae;;aerobic;
138595;Olsenella;Olsenella profusa;Olsenella profusa;;anaerobic;
133926;Olsenella;Olsenella uli;Olsenella uli;;anaerobic;
107709;Opitutus;Opitutus terrae;Opitutus terrae;;anaerobic;
46469;Orenia;Orenia marismortui;Orenia marismortui;;;
85450;Orenia;Orenia salinaria;Orenia salinaria;;;
96940;Orenia;Orenia sivashensis;Orenia sivashensis;;obligate anaerobic;
384677;Ornithinimicrobium;Ornithinimicrobium pekingense;Ornithinimicrobium pekingense;;;
297536;Oryzihumus;Oryzihumus leptocrescens;Oryzihumus leptocrescens;;aerobic;
104176;Oscillochloris;Oscillochloris trichoides;Oscillochloris trichoides;;anaerobic;
119853;Oscillospira;Oscillospira guilliermondii;Oscillospira guilliermondii;;;
847;Oxalobacter;Oxalobacter formigenes;Oxalobacter formigenes;;;
36848;Oxalophagus;Oxalophagus oxalicus;Oxalophagus oxalicus;;obligate anaerobic;
36849;Oxobacter;Oxobacter pfennigii;Oxobacter pfennigii;;anaerobic;
171404;Paenibacillus;Paenibacillus agaridevorans;Paenibacillus agaridevorans;;obligate aerobic;
59839;Paenibacillus;Paenibacillus alginolyticus;Paenibacillus alginolyticus;;aerobic;
320909;Paenibacillus;Paenibacillus alkaliterrae;Paenibacillus alkaliterrae;;aerobic;
44250;Paenibacillus;Paenibacillus alvei;Paenibacillus alvei;;facultative;
1451;Paenibacillus;Paenibacillus amylolyticus;Paenibacillus amylolyticus;;facultative;
170367;Paenibacillus;Paenibacillus anaericanus;Paenibacillus anaericanus;;anaerobic;
253703;Paenibacillus;Paenibacillus antarcticus;Paenibacillus antarcticus;;facultative;
46240;Paenibacillus;Paenibacillus apiarius;Paenibacillus apiarius;;facultative;
311244;Paenibacillus;Paenibacillus assamensis;Paenibacillus assamensis;;obligate aerobic;
116718;Paenibacillus;Paenibacillus azoreducens;Paenibacillus azoreducens;;facultative;
198119;Paenibacillus;Paenibacillus barcinonensis;Paenibacillus barcinonensis;;facultative;
343517;Paenibacillus;Paenibacillus barengoltzii;Paenibacillus barengoltzii;;obligate aerobic;
160799;Paenibacillus;Paenibacillus borealis;Paenibacillus borealis;;facultative;
128574;Paenibacillus;Paenibacillus brasilensis;Paenibacillus brasilensis;;facultative;
66347;Paenibacillus;Paenibacillus campinasensis;Paenibacillus campinasensis;;facultative;
375489;Paenibacillus;Paenibacillus cellulosilyticus;Paenibacillus cellulosilyticus;;aerobic;
59846;Paenibacillus;Paenibacillus chibensis;Paenibacillus chibensis;;obligate aerobic;
103815;Paenibacillus;Paenibacillus chinjuensis;Paenibacillus chinjuensis;;facultative;
79263;Paenibacillus;Paenibacillus chitinolyticus;Paenibacillus chitinolyticus;;aerobic;
59842;Paenibacillus;Paenibacillus chondroitinus;Paenibacillus chondroitinus;;aerobic;
237530;Paenibacillus;Paenibacillus cineris;Paenibacillus cineris;;facultative;
157839;Paenibacillus;Paenibacillus cookii;Paenibacillus cookii;;facultative;
59840;Paenibacillus;Paenibacillus curdlanolyticus;Paenibacillus curdlanolyticus;;obligate aerobic;
130049;Paenibacillus;Paenibacillus dendritiformis;Paenibacillus dendritiformis;;facultative;
44251;Paenibacillus;Paenibacillus durus;Paenibacillus durus;;aerobic;
79264;Paenibacillus;Paenibacillus ehimensis;Paenibacillus ehimensis;;aerobic;
189691;Paenibacillus;Paenibacillus elgii;Paenibacillus elgii;;facultative;
221028;Paenibacillus;Paenibacillus favisporus;Paenibacillus favisporus;;aerobic;
306542;Paenibacillus;Paenibacillus gansuensis;Paenibacillus gansuensis;;;
59843;Paenibacillus;Paenibacillus glucanolyticus;Paenibacillus glucanolyticus;;facultative;
126569;Paenibacillus;Paenibacillus glycanilyticus;Paenibacillus glycanilyticus;;facultative;
189425;Paenibacillus;Paenibacillus graminis;Paenibacillus graminis;;facultative;
119702;Paenibacillus;Paenibacillus granivorans;Paenibacillus granivorans;;obligate aerobic;
279208;Paenibacillus;Paenibacillus hodogayensis;Paenibacillus hodogayensis;;aerobic;
59845;Paenibacillus;Paenibacillus illinoisensis;Paenibacillus illinoisensis;;facultative;
114136;Paenibacillus;Paenibacillus jamilae;Paenibacillus jamilae;;facultative;
59841;Paenibacillus;Paenibacillus kobensis;Paenibacillus kobensis;;facultative;
121608;Paenibacillus;Paenibacillus koleovorans;Paenibacillus koleovorans;;facultative;
117184;Paenibacillus;Paenibacillus koreensis;Paenibacillus koreensis;;facultative;
172713;Paenibacillus;Paenibacillus kribbensis;Paenibacillus kribbensis;;facultative;
228574;Paenibacillus;Paenibacillus lactis;Paenibacillus lactis;;aerobic;
1464;Paenibacillus;Paenibacillus larvae;Paenibacillus larvae;;facultative;
1401;Paenibacillus;Paenibacillus lautus;Paenibacillus lautus;;facultative;
78058;Paenibacillus;Paenibacillus lentimorbus;Paenibacillus lentimorbus;;facultative;
44252;Paenibacillus;Paenibacillus macerans;Paenibacillus macerans;;facultative;
948756;Paenibacillus;Paenibacillus macquariensis;Paenibacillus macquariensis;;facultative;
225917;Paenibacillus;Paenibacillus massiliensis;Paenibacillus massiliensis;;facultative;
206163;Paenibacillus;Paenibacillus mendelii;Paenibacillus mendelii;;aerobic;
295324;Paenibacillus;Paenibacillus motobuensis;Paenibacillus motobuensis;;facultative;
162209;Paenibacillus;Paenibacillus naphthalenovorans;Paenibacillus naphthalenovorans;;obligate aerobic;
200132;Paenibacillus;Paenibacillus nematophilus;Paenibacillus nematophilus;;anaerobic;
189426;Paenibacillus;Paenibacillus odorifer;Paenibacillus odorifer;;facultative;
1472;Paenibacillus;Paenibacillus pabuli;Paenibacillus pabuli;;facultative;
363858;Paenibacillus;Paenibacillus panacisoli;Paenibacillus panacisoli;;facultative;
59893;Paenibacillus;Paenibacillus peoriae;Paenibacillus peoriae;;facultative;
274593;Paenibacillus;Paenibacillus phyllosphaerae;Paenibacillus phyllosphaerae;;aerobic;
1406;Paenibacillus;Paenibacillus polymyxa;Paenibacillus polymyxa;;facultative;
78057;Paenibacillus;Paenibacillus popilliae;Paenibacillus popilliae;;facultative;
